,Number,Name,Country,Region,Type,Activity_Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Dominant_Rock_Type,Tectonic_Setting,clean_Country,clean_Type,clean_Elevation,clean_Latitude
1372,358040,Michinmahuida,Chile,South America,Stratovolcano,Eruption Observed,1835 CE,-42.799,-72.445,2452,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1373,358041,Chaiten,Chile,South America,Caldera,Eruption Observed,2011 CE,-42.833,-72.646,1122,Rhyolite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1374,358049,Yanteles,Chile,South America,Stratovolcano(es),Eruption Dated,6650 BCE,-43.497,-72.81,2049,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano(es),2000m--3000m,2
1375,358050,Corcovado,Chile,South America,Stratovolcano,Eruption Dated,4920 BCE,-43.189,-72.794,1826,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,1000m--2000m,2
1377,358052,Melimoyu,Chile,South America,Stratovolcano,Eruption Dated,200 CE,-44.08,-72.88,2400,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1378,358053,Puyuhuapi,Chile,South America,Pyroclastic cone(s),Evidence Credible,Unknown,-44.3,-72.53,524,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
1379,358054,Mentolat,Chile,South America,Stratovolcano,Eruption Observed,1710 CE,-44.7,-73.08,1660,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,1000m--2000m,2
1380,358055,Cay,Chile,South America,Stratovolcano,Evidence Uncertain,Unknown,-45.059,-72.984,2090,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1381,358056,Maca,Chile,South America,Stratovolcano,Eruption Dated,1560 CE,-45.1,-73.17,2960,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1382,358057,"Hudson, Cerro",Chile,South America,Stratovolcano,Eruption Observed,2011 CE,-45.9,-72.97,1905,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,1000m--2000m,2
1385,358060,Lautaro,Chile,South America,Stratovolcano,Eruption Observed,1979 CE,-49.02,-73.55,3607,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,3000m--4000m,2
1386,358061,Viedma,Argentina,South America,Subglacial,Eruption Observed,1988 CE,-49.358,-73.28,1500,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,1000m--2000m,2
1387,358062,Aguilera,Chile,South America,Stratovolcano,Eruption Dated,1250 BCE,-50.33,-73.75,2546,Dacite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,2000m--3000m,2
1390,358070,"Burney, Monte",Chile,South America,Stratovolcano,Eruption Observed,1910 CE,-52.33,-73.4,1758,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Stratovolcano,1000m--2000m,2
1391,358080,Pali-Aike Volcanic Field,Chile-Argentina,South America,Pyroclastic cone(s),Eruption Dated,5550 BCE,-52.082,-69.698,282,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
1392,358090,Fueguino,Chile,South America,Lava dome(s),Eruption Observed,1820 CE,-54.95,-70.25,150,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km),Other country,Other type,0m--1000m,2
1393,360010,Saba,Netherlands,West Indies,Stratovolcano,Eruption Observed,1640 CE,17.63,-63.23,887,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1394,360020,"Quill, The",Netherlands,West Indies,Stratovolcano,Eruption Dated,250 CE,17.478,-62.96,601,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1395,360030,Liamuiga,Saint Kitts and Nevis,West Indies,Stratovolcano,Eruption Dated,160 CE,17.37,-62.8,1156,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1396,360040,Nevis Peak,Saint Kitts and Nevis,West Indies,Stratovolcano,Evidence Uncertain,Unknown,17.15,-62.58,985,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1397,360050,Soufrière Hills,United Kingdom,West Indies,Stratovolcano,Eruption Observed,2013 CE,16.72,-62.18,915,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1398,360060,Soufriere Guadeloupe,France,West Indies,Stratovolcano,Eruption Observed,1977 CE,16.044,-61.664,1467,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1399,360080,"Diables, Morne aux",Dominica,West Indies,Lava dome(s),Evidence Credible,Unknown,15.612,-61.43,861,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1400,360090,"Diablotins, Morne",Dominica,West Indies,Stratovolcano,Evidence Uncertain,Unknown,15.503,-61.397,1430,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1401,360100,"Trois Pitons, Morne",Dominica,West Indies,Complex,Eruption Dated,920 CE,15.37,-61.33,1387,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1402,360101,"Watt, Morne",Dominica,West Indies,Stratovolcano(es),Eruption Observed,1997 CE,15.307,-61.305,1224,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano(es),1000m--2000m,1
1403,360110,"Plat Pays, Morne",Dominica,West Indies,Stratovolcano,Eruption Dated,1270 CE,15.255,-61.341,940,Dacite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1404,360120,Pelee,France,West Indies,Stratovolcano,Eruption Observed,1932 CE,14.809,-61.165,1394,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1405,360140,Qualibou,Saint Lucia,West Indies,Caldera,Eruption Observed,1766 CE,13.83,-61.05,777,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1406,360150,Soufrière St. Vincent,Saint Vincent and the Grenadines,West Indies,Stratovolcano,Eruption Observed,1979 CE,13.33,-61.18,1220,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1407,360160,Kick 'em Jenny,Grenada,West Indies,Submarine,Eruption Observed,2015 CE,12.3,-61.64,-185,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,1
1408,360170,St. Catherine,Grenada,West Indies,Stratovolcano,Evidence Credible,Unknown,12.15,-61.67,840,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1409,360811,Bouillante Chain,France,West Indies,Maar(s),Unrest / Pleistocene,Unknown,16.12,-61.75,420,,Subduction Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1410,370010,Snaefellsjokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Dated,200 CE,64.8,-23.783,1446,,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1411,370020,Helgrindur,Iceland,Iceland and Arctic Ocean,Pyroclastic cone(s),Evidence Credible,Unknown,64.866,-23.283,986,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1412,370030,Ljosufjoll,Iceland,Iceland and Arctic Ocean,Fissure vent(s),Eruption Dated,960 CE,64.9,-22.483,1063,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1413,371020,Reykjanes,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Observed,1926 CE,63.85,-22.566,140,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1414,371030,Krysuvik,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Observed,1340 CE,63.883,-22.083,360,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1415,371040,Brennisteinsfjoll,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Observed,1341 CE,63.933,-21.783,610,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1416,371050,Hengill,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Dated,150 CE,64.083,-21.416,803,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1417,371051,Hrómundartindur,Iceland,Iceland and Arctic Ocean,Stratovolcano,Evidence Uncertain,Unknown,64.083,-21.333,550,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1418,371060,Grimsnes,Iceland,Iceland and Arctic Ocean,Crater rows,Eruption Dated,3500 BCE,64.05,-20.883,200,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1419,371070,Prestahnukur,Iceland,Iceland and Arctic Ocean,Subglacial,Eruption Dated,3350 BCE,64.583,-20.666,1385,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1420,371080,Langjokull,Iceland,Iceland and Arctic Ocean,Subglacial,Eruption Dated,950 CE,64.85,-19.7,1100,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1421,371090,Hofsjokull,Iceland,Iceland and Arctic Ocean,Subglacial,Evidence Credible,Unknown,64.833,-18.766,1765,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1422,371801,Grensdalur,Iceland,Iceland and Arctic Ocean,Stratovolcano,Unrest / Pleistocene,Unknown,64.02,-21.17,497,,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1423,371803,Geysir,Iceland,Iceland and Arctic Ocean,Stratovolcano,Unrest / Pleistocene,Unknown,64.32,-20.3,700,,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1424,372010,Vestmannaeyjar,Iceland,Iceland and Arctic Ocean,Submarine,Eruption Observed,1973 CE,63.416,-20.266,283,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Submarine,0m--1000m,1
1425,372020,Eyjafjallajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,2010 CE,63.633,-19.633,1651,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1426,372030,Katla,Iceland,Iceland and Arctic Ocean,Subglacial,Eruption Observed,1918 CE,63.633,-19.083,1490,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1427,372040,Tindfjallajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Evidence Uncertain,Unknown,63.783,-19.716,1464,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1428,372050,Torfajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1477 CE,63.8,-19.133,1280,Rhyolite,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1429,372070,Hekla,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,2000 CE,63.983,-19.666,1490,Andesite / Basaltic Andesite,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1430,373010,Grimsvotn,Iceland,Iceland and Arctic Ocean,Caldera,Eruption Observed,2011 CE,64.416,-17.316,1719,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1432,373040,Tungnafellsjokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Evidence Credible,Unknown,64.75,-17.916,1523,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1433,373050,Kverkfjoll,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1968 CE,64.653,-16.647,1930,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1434,373060,Askja,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1961 CE,65.033,-16.783,1080,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1435,373070,Fremrinamar,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Dated,1200 BCE,65.416,-16.666,970,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1436,373080,Krafla,Iceland,Iceland and Arctic Ocean,Caldera,Eruption Observed,1984 CE,65.75,-16.25,800,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1437,373090,Theistareykir,Iceland,Iceland and Arctic Ocean,Shield,Eruption Dated,900 BCE,65.833,-17.166,540,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Shield,0m--1000m,1
1439,374010,Oraefajokull,Iceland,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1728 CE,64.05,-16.633,2010,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,2000m--3000m,1
1440,374020,Esjufjoll,Iceland,Iceland and Arctic Ocean,Stratovolcano,Unrest / Holocene,Unknown,64.25,-16.583,1620,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1441,375010,Kolbeinsey Ridge,Iceland,Iceland and Arctic Ocean,Submarine,Eruption Observed,1755 CE,66.67,-18.5,5,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Submarine,0m--1000m,1
1442,376010,Jan Mayen,Norway,Iceland and Arctic Ocean,Stratovolcano,Eruption Observed,1985 CE,71.087,-8.146,2085,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,2000m--3000m,1
1445,382001,Flores,Portugal,Atlantic Ocean,Stratovolcano(es),Eruption Dated,950 BCE,39.462,-31.216,914,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km),Other country,Stratovolcano(es),0m--1000m,1
1446,382002,Corvo,Portugal,Atlantic Ocean,Stratovolcano,Evidence Credible,Unknown,39.699,-31.111,718,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1447,382010,Fayal,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1958 CE,38.6,-28.73,1043,Andesite / Basaltic Andesite,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,1000m--2000m,1
1448,382020,Pico,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1720 CE,38.47,-28.4,2351,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,2000m--3000m,1
1449,382030,San Jorge,Portugal,Atlantic Ocean,Fissure vent,Eruption Observed,1907 CE,38.65,-28.08,1053,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,1000m--2000m,1
1450,382040,Graciosa,Portugal,Atlantic Ocean,Stratovolcano,Eruption Dated,1950 BCE,39.02,-27.97,402,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1451,382050,Terceira,Portugal,Atlantic Ocean,Stratovolcano(es),Eruption Observed,2000 CE,38.73,-27.32,1023,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano(es),1000m--2000m,1
1452,382070,Don Joao de Castro Bank,Portugal,Atlantic Ocean,Submarine,Eruption Observed,1720 CE,38.23,-26.63,-13,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Submarine,-1000m--0m,1
1453,382080,Sete Cidades,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1880 CE,37.87,-25.78,856,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1454,382081,Picos Volcanic System,Portugal,Atlantic Ocean,Pyroclastic cone(s),Eruption Observed,1652 CE,37.78,-25.67,350,Trachybasalt / Tephrite Basanite,Rift Zone / Oceanic Crust (< 15 km),Other country,Other type,0m--1000m,1
1455,382090,Agua de Pau,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1564 CE,37.77,-25.47,947,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1456,382100,Furnas,Portugal,Atlantic Ocean,Stratovolcano,Eruption Observed,1630 CE,37.77,-25.32,805,Trachyte / Trachydacite,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,1
1458,382120,Madeira,Portugal,Atlantic Ocean,Shield,Eruption Dated,4500 BCE,32.73,-16.97,1862,Basalt / Picro-Basalt,Intraplate / Oceanic Crust (< 15 km),Other country,Shield,1000m--2000m,1
1459,383010,La Palma,Spain,Atlantic Ocean,Stratovolcano(es),Eruption Observed,1971 CE,28.57,-17.83,2426,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km),Other country,Stratovolcano(es),2000m--3000m,1
1460,383020,Hierro,Spain,Atlantic Ocean,Shield,Eruption Observed,2012 CE,27.73,-18.03,1500,Trachybasalt / Tephrite Basanite,Intraplate / Oceanic Crust (< 15 km),Other country,Shield,1000m--2000m,1
1461,383030,Tenerife,Spain,Atlantic Ocean,Stratovolcano,Eruption Observed,1909 CE,28.271,-16.641,3715,Phonolite,Intraplate / Oceanic Crust (< 15 km),Other country,Stratovolcano,3000m--4000m,1
1462,383040,Gran Canaria,Spain,Atlantic Ocean,Fissure vent(s),Eruption Dated,40 CE,28,-15.58,1950,Trachybasalt / Tephrite Basanite,Intraplate / Intermediate Crust (15-25 km),Other country,Other type,1000m--2000m,1
1463,383050,Fuerteventura,Spain,Atlantic Ocean,Fissure vent(s),Evidence Credible,Unknown,28.358,-14.02,529,Basalt / Picro-Basalt,Intraplate / Intermediate Crust (15-25 km),Other country,Other type,0m--1000m,1
1464,383060,Lanzarote,Spain,Atlantic Ocean,Fissure vent(s),Eruption Observed,1824 CE,29.03,-13.63,670,Basalt / Picro-Basalt,Intraplate / Intermediate Crust (15-25 km),Other country,Other type,0m--1000m,1
1465,384010,Fogo,Cape Verde,Atlantic Ocean,Stratovolcano,Eruption Observed,2015 CE,14.95,-24.35,2829,Foidite,Intraplate / Intermediate Crust (15-25 km),Other country,Stratovolcano,2000m--3000m,1
1466,384020,Brava,Cape Verde,Atlantic Ocean,Stratovolcano,Evidence Credible,Unknown,14.85,-24.72,900,Foidite,Intraplate / Intermediate Crust (15-25 km),Other country,Stratovolcano,0m--1000m,1
1468,385050,Ascension,United Kingdom,Atlantic Ocean,Stratovolcano,Evidence Credible,Unknown,-7.95,-14.37,858,Basalt / Picro-Basalt,Rift Zone / Oceanic Crust (< 15 km),Other country,Stratovolcano,0m--1000m,2
